user_id,yearly_income_person,txn_year,txn_average
0,59696.0,2003,108.21482688391039
0,59696.0,2004,108.90340425531915
0,59696.0,2005,109.03264187866928
0,59696.0,2006,104.87194503171247
0,59696.0,2007,103.06985626283367
0,59696.0,2008,99.57358565737053
0,59696.0,2009,99.4187037037037
0,59696.0,2010,97.90376595744681
0,59696.0,2011,99.41228865979382
0,59696.0,2012,116.70582627118644
0,59696.0,2013,108.32671548117155
0,59696.0,2014,105.00396659707725
0,59696.0,2015,102.42859154929577
0,59696.0,2016,101.05639908256882
0,59696.0,2017,99.69585921325051
0,59696.0,2018,94.58359504132231
0,59696.0,2019,102.08526422764227
0,59696.0,2020,95.49220588235295
1,77254.0,2003,140.70823529411766
3,249925.0,2010,1195.46
3,249925.0,2011,211.57472295514515
3,249925.0,2012,198.24337423312883
3,249925.0,2013,181.25611675126905
3,249925.0,2014,198.7829430379747
3,249925.0,2015,186.83017543859648
5,41997.0,2002,61.45363888888888
5,41997.0,2003,60.56635593220339
5,41997.0,2004,62.650991580916745
5,41997.0,2005,63.3279185520362
5,41997.0,2006,59.46157669237361
5,41997.0,2007,59.971813186813186
5,41997.0,2008,66.94672877846791
5,41997.0,2009,65.53386554621848
5,41997.0,2010,72.17922155688623
5,41997.0,2011,62.36256097560976
5,41997.0,2012,65.50011494252873
5,41997.0,2013,62.6152110817942
5,41997.0,2014,57.41311722912966
5,41997.0,2015,58.24742830712304
5,41997.0,2016,59.50947272727272
5,41997.0,2017,57.6294265232975
5,41997.0,2018,58.402523605150215
5,41997.0,2019,60.31209401709401
5,41997.0,2020,56.45842696629214
6,51500.0,2010,82.4689344262295
6,51500.0,2011,65.13475524475525
6,51500.0,2012,58.15759433962264
6,51500.0,2013,62.56604700854701
6,51500.0,2014,61.859826086956524
6,51500.0,2015,59.649941520467834
6,51500.0,2016,53.72350515463918
6,51500.0,2017,58.88476459510358
6,51500.0,2018,47.48452282157677
6,51500.0,2019,57.5262677484787
6,51500.0,2020,56.797428571428576
8,42509.0,2004,581.44
8,42509.0,2005,90.39709775967412
8,42509.0,2006,96.19322375397668
8,42509.0,2007,89.88873727087577
8,42509.0,2008,94.80748427672955
8,42509.0,2009,94.5107346491228
8,42509.0,2010,101.99057259713702
8,42509.0,2011,117.03792307692308
8,42509.0,2012,99.674609375
8,42509.0,2013,104.54175170068028
8,42509.0,2014,107.57219281663517
8,42509.0,2015,109.70852207293666
8,42509.0,2016,105.75489757914339
8,42509.0,2017,105.61102459016394
8,42509.0,2018,99.96719330855018
8,42509.0,2019,101.86139047619048
8,42509.0,2020,107.62443037974684
13,41442.0,2020,36.25875
15,23123.0,2002,36.37958333333333
15,23123.0,2003,39.833304347826086
15,23123.0,2004,40.154160000000005
15,23123.0,2005,41.56169642857143
15,23123.0,2006,40.774756097560974
15,23123.0,2007,38.43336170212766
15,23123.0,2008,43.53951417004048
15,23123.0,2009,39.93743421052631
15,23123.0,2010,30.96303120356612
15,23123.0,2011,31.54236255572065
15,23123.0,2012,33.2378765060241
15,23123.0,2013,45.041985294117644
15,23123.0,2014,40.840709219858155
15,23123.0,2015,45.98153846153846
15,23123.0,2016,38.623970588235295
15,23123.0,2017,40.83407692307693
15,23123.0,2018,37.02732600732601
15,23123.0,2019,36.698122448979596
15,23123.0,2020,37.653225806451616
16,36497.0,2003,55.63833333333333
16,36497.0,2004,48.39264392324094
16,36497.0,2005,44.612965367965366
16,36497.0,2006,49.44422018348624
16,36497.0,2007,57.14395498392283
16,36497.0,2008,64.13354285714286
16,36497.0,2009,71.38310126582279
16,36497.0,2010,68.3540127388535
16,36497.0,2011,64.5371515151515
16,36497.0,2012,72.1261052631579
16,36497.0,2013,78.67834285714285
16,36497.0,2014,63.495062499999996
16,36497.0,2015,55.725593220338986
16,36497.0,2016,66.38409638554216
16,36497.0,2017,63.765056179775286
16,36497.0,2018,65.44470238095238
16,36497.0,2019,68.40808988764044
16,36497.0,2020,53.1504
17,27484.0,2004,62.30525423728813
17,27484.0,2005,78.79863636363636
17,27484.0,2006,90.35688235294117
17,27484.0,2007,97.88244047619048
17,27484.0,2008,89.7810294117647
17,27484.0,2009,97.57046242774565
17,27484.0,2010,91.36737500000001
17,27484.0,2011,97.28117647058824
18,53995.0,2020,103.23630434782608
19,35602.0,2004,63.54592
19,35602.0,2005,70.37788844621514
19,35602.0,2006,73.35116845180136
19,35602.0,2007,69.34819348469891
19,35602.0,2008,74.67551591128255
19,35602.0,2009,67.97063157894736
19,35602.0,2010,64.31273923444975
19,35602.0,2011,61.51508571428571
19,35602.0,2012,65.73845297029703
19,35602.0,2013,60.25612709832134
19,35602.0,2014,58.657632911392405
19,35602.0,2015,62.74034134007585
19,35602.0,2016,64.65257425742574
19,35602.0,2017,60.460412500000004
19,35602.0,2018,60.24002600780234
19,35602.0,2019,67.19690781796966
19,35602.0,2020,64.96146551724138
20,25122.0,2020,67.62376623376623
22,41109.0,2014,54.242888888888885
22,41109.0,2015,57.34855263157895
22,41109.0,2016,38.09728971962617
22,41109.0,2017,45.68257425742574
22,41109.0,2018,52.103304093567246
22,41109.0,2019,48.009812499999995
22,41109.0,2020,47.25
23,26858.0,2005,55.88677083333334
23,26858.0,2006,68.72029411764706
23,26858.0,2007,58.33875
23,26858.0,2008,59.8790303030303
23,26858.0,2009,59.8996
23,26858.0,2010,60.71669172932331
23,26858.0,2011,53.48541401273885
23,26858.0,2012,62.76738805970149
23,26858.0,2013,46.431311475409835
23,26858.0,2014,61.63302158273381
23,26858.0,2015,57.43130952380953
23,26858.0,2016,51.562340425531914
23,26858.0,2017,48.799277108433735
23,26858.0,2018,50.12840579710145
23,26858.0,2019,47.197941176470586
23,26858.0,2020,77.90176470588234
24,34929.0,2020,47.63357142857143
25,34317.0,2009,68.59418732782369
25,34317.0,2010,73.60693196405649
25,34317.0,2011,74.3027417218543
25,34317.0,2012,80.54106435643564
25,34317.0,2013,86.52463157894736
25,34317.0,2014,85.35854545454546
25,34317.0,2015,83.76822751322752
25,34317.0,2016,84.78666666666666
25,34317.0,2017,79.0072619047619
25,34317.0,2018,78.23042857142858
25,34317.0,2019,86.7880890052356
25,34317.0,2020,91.47741935483872
26,31377.0,2020,31.357000000000003
28,32531.0,2004,521.62
28,32531.0,2005,56.335386266094424
28,32531.0,2006,50.8271130952381
28,32531.0,2007,52.252716593245225
28,32531.0,2008,53.21053008595988
28,32531.0,2009,53.34340840840841
28,32531.0,2010,55.77648475120385
28,32531.0,2011,67.46583025830259
28,32531.0,2012,64.44014035087719
28,32531.0,2013,58.86811643835617
28,32531.0,2014,69.11785454545455
28,32531.0,2015,61.057719298245615
28,32531.0,2016,62.70492907801419
28,32531.0,2017,60.60519163763066
28,32531.0,2018,74.35616949152542
28,32531.0,2019,62.54439490445859
28,32531.0,2020,64.38780487804878
31,38390.0,2003,81.32254901960783
31,38390.0,2004,58.093526220614834
31,38390.0,2005,67.58018072289157
31,38390.0,2006,52.85059649122807
31,38390.0,2007,80.74732876712329
31,38390.0,2008,54.44515789473684
31,38390.0,2009,62.747552447552444
31,38390.0,2010,50.78087248322148
31,38390.0,2011,69.3196507936508
31,38390.0,2012,60.83097122302158
31,38390.0,2013,50.78534013605442
31,38390.0,2014,54.92152823920266
31,38390.0,2015,62.77784982935154
31,38390.0,2016,60.75838596491228
31,38390.0,2017,58.46828070175438
31,38390.0,2018,60.1196632996633
31,38390.0,2019,66.84527675276753
31,38390.0,2020,60.305510204081635
32,35670.0,2006,48.98754098360656
32,35670.0,2007,55.54613065326633
32,35670.0,2008,44.29434285714286
32,35670.0,2009,43.599045226130656
32,35670.0,2010,40.00112359550562
33,61746.0,2020,80.99526315789474
34,43496.0,2014,40.87648477157361
34,43496.0,2015,35.070202020202025
34,43496.0,2016,34.77460708782743
34,43496.0,2017,36.96469273743017
34,43496.0,2018,35.48896551724138
34,43496.0,2019,39.15820478723404
34,43496.0,2020,28.779514563106797
36,34540.0,2003,57.404487179487184
36,34540.0,2004,41.788318181818184
36,34540.0,2005,55.971550925925925
36,34540.0,2006,68.48448113207547
36,34540.0,2007,59.236231155778896
36,34540.0,2008,67.73897058823529
36,34540.0,2009,52.2985
36,34540.0,2010,64.70069444444445
36,34540.0,2011,59.35581818181819
36,34540.0,2012,65.54086363636364
36,34540.0,2013,63.70565217391304
36,34540.0,2014,50.921933962264156
36,34540.0,2015,47.332565217391306
36,34540.0,2016,54.08685589519651
36,34540.0,2017,61.36570815450644
36,34540.0,2018,45.980436681222706
36,34540.0,2019,56.930260869565224
36,34540.0,2020,59.258125
37,41287.0,2011,624.51
37,41287.0,2012,59.20009132420091
37,41287.0,2013,49.542566585956415
37,41287.0,2014,50.08994736842105
37,41287.0,2015,56.75078199052133
37,41287.0,2016,51.87436123348017
37,41287.0,2017,51.22777479892761
37,41287.0,2018,49.25095360824742
37,41287.0,2019,48.22754761904762
37,41287.0,2020,45.572428571428574
38,38054.0,2016,75.19395833333333
38,38054.0,2017,71.90809012875536
38,38054.0,2018,69.20599531615925
38,38054.0,2019,58.614429824561405
38,38054.0,2020,84.27808219178083
40,84694.0,1998,486.995
40,84694.0,1999,77.63920506912443
40,84694.0,2000,81.818322147651
40,84694.0,2001,85.87482866043614
40,84694.0,2002,86.31693181818183
40,84694.0,2019,358.12
40,84694.0,2020,76.13061855670104
41,37503.0,2004,53.12776649746193
41,37503.0,2005,52.13802721088435
41,37503.0,2006,58.349143730886844
41,37503.0,2007,54.03040372670808
41,37503.0,2008,51.45376666666667
41,37503.0,2009,54.313841059602645
41,37503.0,2010,58.82488372093023
41,37503.0,2011,57.570375335120644
41,37503.0,2012,47.83940809968848
41,37503.0,2013,45.431550632911396
41,37503.0,2014,39.22289552238806
41,37503.0,2015,44.970209059233454
41,37503.0,2016,49.225143884892084
41,37503.0,2017,45.840035211267605
41,37503.0,2018,37.85279310344828
41,37503.0,2019,48.18065068493151
41,37503.0,2020,37.31530612244898
42,65357.0,2005,77.02025445292621
42,65357.0,2006,71.08658914728682
42,65357.0,2007,78.52266409266409
42,65357.0,2008,65.61804642166344
42,65357.0,2009,81.20204968944098
42,65357.0,2010,69.53508078994614
42,65357.0,2011,69.83450834879407
42,65357.0,2012,71.47991197183099
42,65357.0,2013,62.59509018036072
42,65357.0,2014,62.85038461538461
42,65357.0,2015,74.15098880597014
42,65357.0,2016,62.42165029469548
42,65357.0,2017,73.80038112522686
42,65357.0,2018,77.84612546125462
42,65357.0,2019,61.34189753320683
42,65357.0,2020,72.64223404255318
44,44681.0,2003,34.152428702851886
44,44681.0,2004,34.496895986895986
44,44681.0,2005,32.25257663628832
44,44681.0,2006,32.712899751449875
44,44681.0,2007,33.211010186757214
44,44681.0,2008,38.26655462184874
44,44681.0,2009,32.81288164665523
44,44681.0,2010,33.37813167259786
44,44681.0,2011,33.934555369127516
44,44681.0,2012,39.67415750915751
44,44681.0,2013,46.54455377574371
44,44681.0,2014,47.09087064676616
44,44681.0,2015,49.7927621483376
44,44681.0,2016,54.1927205882353
44,44681.0,2017,41.64121134020619
44,44681.0,2018,50.13672169811321
44,44681.0,2019,40.94480349344978
44,44681.0,2020,33.832727272727276
45,51306.0,2020,33.527307692307694
46,25847.0,2020,55.709080459770114
47,46683.0,2005,39.095542986425336
47,46683.0,2006,45.602179487179484
47,46683.0,2007,37.96277657266811
47,46683.0,2008,50.939309623430965
47,46683.0,2009,39.861212814645306
47,46683.0,2010,42.54608695652174
47,46683.0,2011,40.54367256637168
47,46683.0,2012,44.824
47,46683.0,2013,37.53552915766739
47,46683.0,2014,35.87680327868853
47,46683.0,2015,38.88978401727862
47,46683.0,2016,38.70219026548673
47,46683.0,2017,42.969554655870446
47,46683.0,2018,34.801019955654105
47,46683.0,2019,33.03898190045249
47,46683.0,2020,34.262352941176474
48,31579.0,2006,47.14840182648402
48,31579.0,2007,51.30581196581197
48,31579.0,2008,58.991499999999995
48,31579.0,2009,55.76723958333333
48,31579.0,2010,57.94441975308642
48,31579.0,2011,55.1400296735905
48,31579.0,2012,51.64408376963351
48,31579.0,2013,56.6076213592233
48,31579.0,2014,58.329819277108435
48,31579.0,2015,49.02277486910995
48,31579.0,2016,53.91456692913386
48,31579.0,2017,52.567214854111405
48,31579.0,2018,57.458142493638675
48,31579.0,2019,48.107352941176465
48,31579.0,2020,60.404788732394366
49,28055.0,2001,54.144137931034486
49,28055.0,2002,37.598765432098766
49,28055.0,2003,47.41815028901734
49,28055.0,2004,22.864739884393064
49,28055.0,2005,40.871602209944754
49,28055.0,2006,39.193351351351346
49,28055.0,2007,34.35582010582011
49,28055.0,2008,21.877209302325582
49,28055.0,2009,24.399878787878787
49,28055.0,2010,25.587578947368424
49,28055.0,2011,20.921705882352942
49,28055.0,2012,26.32135294117647
49,28055.0,2013,22.911024096385542
49,28055.0,2014,37.503229813664596
49,28055.0,2015,48.489017341040466
49,28055.0,2016,45.6248
49,28055.0,2017,22.697866666666666
49,28055.0,2018,39.4993085106383
49,28055.0,2019,39.13886699507389
49,28055.0,2020,20.012666666666668
52,38539.0,2006,487.36
52,38539.0,2007,55.5523519163763
52,38539.0,2008,48.358022813688216
52,38539.0,2009,53.1770281124498
52,38539.0,2010,59.412217741935486
52,38539.0,2011,56.0808
52,38539.0,2012,62.035766423357664
52,38539.0,2013,58.46125
52,38539.0,2014,59.382761194029854
52,38539.0,2015,61.53876666666667
52,38539.0,2016,61.29863945578231
52,38539.0,2017,53.906666666666666
52,38539.0,2018,50.294754098360656
52,38539.0,2019,58.10553435114504
52,38539.0,2020,53.92119402985075
56,49713.0,2020,65.27168316831683
59,29864.0,2011,59.76769230769231
59,29864.0,2012,60.17127478753541
59,29864.0,2013,60.62307692307692
59,29864.0,2014,63.2216265060241
59,29864.0,2015,58.90005763688761
59,29864.0,2016,60.73049608355091
59,29864.0,2017,61.20648780487805
59,29864.0,2018,58.8364358974359
59,29864.0,2019,58.14027027027027
59,29864.0,2020,53.087671232876716
60,57367.0,2019,543.71
60,57367.0,2020,114.70119999999999
61,56635.0,2011,70.17297709923665
61,56635.0,2012,63.56489898989899
61,56635.0,2013,60.75797333333334
61,56635.0,2014,59.35065162907268
61,56635.0,2015,64.201038647343
61,56635.0,2016,61.2533670886076
61,56635.0,2017,51.9068779342723
61,56635.0,2018,65.01833746898262
61,56635.0,2019,59.37427109974425
61,56635.0,2020,35.395961538461535
62,47227.0,2010,47.585699999999996
62,47227.0,2011,50.8225850340136
62,47227.0,2012,48.66014319809069
62,47227.0,2013,55.82202127659574
62,47227.0,2014,51.15295744680851
62,47227.0,2015,53.85940898345154
62,47227.0,2016,46.12095343680709
62,47227.0,2017,54.10231263383297
62,47227.0,2018,46.26229759299781
62,47227.0,2019,46.640200892857145
62,47227.0,2020,49.39731343283582
63,24574.0,2020,64.41127659574468
64,43397.0,2010,23.984571428571428
64,43397.0,2011,26.151427364864865
64,43397.0,2012,33.570674796747966
64,43397.0,2013,30.42219597550306
64,43397.0,2014,27.334644317252653
64,43397.0,2015,29.70448190789474
64,43397.0,2016,28.126959297685556
64,43397.0,2017,29.745617128463476
64,43397.0,2018,26.874430072756667
64,43397.0,2019,29.14517961570593
64,43397.0,2020,26.272110552763817
65,58105.0,2013,101.65008196721311
65,58105.0,2014,97.96745958429563
65,58105.0,2015,93.43638141809292
65,58105.0,2016,91.25413043478261
65,58105.0,2017,98.15211822660099
65,58105.0,2018,100.09901030927834
65,58105.0,2019,97.4919
65,58105.0,2020,85.70421875
66,10869.0,2019,61.00479591836735
66,10869.0,2020,66.59487179487179
67,19893.0,2014,43.376714285714286
67,19893.0,2015,45.506039603960396
67,19893.0,2016,42.96176691729323
67,19893.0,2017,32.86490291262136
67,19893.0,2018,40.92049261083744
67,19893.0,2019,39.64867219917012
67,19893.0,2020,26.0764
69,46377.0,2009,701.25
69,46377.0,2010,75.56578125
69,46377.0,2011,87.78282178217822
69,46377.0,2012,76.7280701754386
69,46377.0,2013,68.99816964285715
69,46377.0,2014,63.39703529411765
69,46377.0,2015,59.182801120448175
69,46377.0,2016,60.13613756613756
69,46377.0,2017,71.60885786802031
69,46377.0,2018,63.808383371824476
69,46377.0,2019,58.974278959810874
69,46377.0,2020,55.94769230769231
71,54537.0,2010,98.81031088082901
71,54537.0,2011,98.72594476744186
71,54537.0,2012,95.58394618834082
71,54537.0,2013,90.97406869220607
71,54537.0,2014,93.1087536231884
71,54537.0,2015,93.53240687679083
71,54537.0,2016,96.86673239436621
71,54537.0,2017,98.955317348378
71,54537.0,2018,102.68058015267175
71,54537.0,2019,93.07007692307693
71,54537.0,2020,114.57277777777777
72,49255.0,2020,74.9841935483871
73,31031.0,2006,38.348245614035086
73,31031.0,2007,40.84738227146815
73,31031.0,2008,50.5008125
73,31031.0,2009,57.57765395894428
73,31031.0,2010,44.374204204204204
73,31031.0,2011,50.177802816901405
73,31031.0,2012,46.315168539325846
73,31031.0,2013,47.01359249329759
73,31031.0,2014,46.67392105263158
